unique_id,aggregated_abilities,program,latest_location,experience_years,firm_list,aggregated_skill
38816_Database Administrator,"['Ensures databases are secure', 'consistent', 'clearly defined', 'performing properly', 'Monitors user access', 'determine user needs', 'design databases', 'perform tests', 'ensure standards are maintained', 'work with other IT professionals and managers', 'ensure database integrity and security']",B.S. in Economics,"New Carrollton, MD",11.312799452429845,['Mattress Firm'],"['RDBMS database design', 'performance tuning', 'optimization', 'backup and recovery', 'SQL Server 2008/2008R2', 'SQL Server 2012', 'SQL Server 2014', 'Disaster Recovery Planning', 'Execution and Testing', 'SQL Server Tools', 'Import/Export Wizard', 'SQL Server Enterprise Manager', 'SQL Profiler', 'SQL Query Analyzer', 'High Availability (Always-On) SQL Server solutions', 'Replication Models (Snapshot/Transactional)', 'maintenance plans', 'database mail', 'E.T.L TOOLS (S.S.I.S, B.C.P, Import & Export Wizard)', 'S.S.R.S']"
40175_Peter Chubinskiy,"['Graphic Design', 'Web Development', 'Problem Solving', 'Teaching', 'Writing', 'Editing', 'Working with Diverse Groups', 'Project Management', 'Learning On-the-go']","BA in Literature, Visual Arts","Houston, TX",0.0,"['Testmasters', 'Internetbar.org Institute', 'CMedEd', 'John Manlove Marketing and Communications', 'International Facility Management Association', 'General Assembly', 'LRNGO, Inc.']","['Critical Reading', 'Multiple Choice & Essay Writing', 'SAT & ACT', 'Adobe Creative Cloud', 'Behance', 'Adobe Experience Design', 'UX/UI', 'Design Asset Management', 'HTML', 'CSS', 'WordPress', 'Adobe Photoshop', 'HTML', 'CSS', 'JavaScript', 'PHP', 'WordPress', 'Dreamweaver', 'HTML', 'CSS3', 'JavaScript', 'PHP', 'Adobe Suite', 'WordPress', 'HTML', 'CSS', 'JavaScript', 'jQuery', 'Node', 'MongoDB', 'NoSQL', 'Ruby on Rails', 'PostgreSQL', 'Angular', 'HTML5', 'CSS3', 'JavaScript', 'PHP', 'Zend Framework', 'BitBucket', 'API Development', 'Front-end Development', 'Back-end Development', 'Database Queries', 'Models and Controllers', 'JavaScript and HTML5 Interactive Features', 'Visual Design', 'Email Marketing']"
31762_Sr. Android Application Developer,"['C++', 'DESIGN PATTERNS', 'Git', 'GRADLE', 'GUI']",,"Hyderabad, Telangana",17.472963723477072,"['Heartland Payment Systems', 'AGCO Corporation', 'My Fitness Pal', 'Sears Holding Corp', 'SilverCloudTechnologies', 'Gail Technologies']","['Android SDK', 'Android 7.0/ 8.0/ 8.1/ 9.0', 'SQLite 3.6', 'Eclipse IDE 4.6', 'Java', 'Gradle', 'Dagger dependency injection', ""Android API's"", 'Retrofit', 'Android NDK', 'Kotlin 1.2/ 1.3', 'Android design library', 'Jenkins', 'JUnit', 'JDK 1.6', 'XML', 'JSON', 'HTML', 'CSS', 'SQLite', 'GPS service', 'Log cat', 'Windows 7', 'Git (code repository)', 'Android SDK 2.2', 'Android 7.1/ 8.0/ 8.1', 'SQLite 3.6', 'JAVA', 'Eclipse IDE 4.5', ""Android API's"", 'JDK 1.6', 'XML', 'JSON', 'GPS', 'ADT Plug-in', 'CVS (version control)', 'GMS', 'Gradle', 'TDD', 'JUNIT', 'Dagger 2', 'JSON', 'Dagger dependency Injection', 'JNI', 'Logcat', 'DDMS console', 'Android SDK', 'Android 5.0/ 6.0/ 7.1.2', ""Location API's"", 'JSON', 'Eclipse IDE 4.4', 'JAVA', 'Jenkins', 'Web view', 'GPS service', 'JSON', 'Google Maps', 'Broadcast receivers', 'Git-Hub', 'SQLite3', 'Multi-threading', 'HTTP', 'Logcat', 'Wi-Fi manager', 'Android SDK', 'Git', 'Bean Stack', 'Android 5.0/ 6.0', 'REST', 'JSON', 'Java', 'Pro Guard', 'Google Maps API', 'CI/CD Tools', 'JSON', 'Android Emulator', 'SQLite', 'Linux/UNIX', 'XML', 'Android 2.0, 3.0, 4.4 versions', 'Java', 'Android SDK', 'ADT', 'REST', 'Notification', 'Android NDK Shared Preferences', 'Fragments', 'JSON', 'SQLite', 'HTML', 'JavaScript', 'CSS', 'XML', 'payment gateway', 'Java 1.4', 'Java Script', 'CSS', 'HTML', 'SOAP', 'MVC', 'Spring Security', 'Hibernate', 'Struts', 'Rest', 'PL/ SQL', 'Spring Boot', 'Spring', 'OAUTH', 'PCF', 'REST', 'ORM']"
9599_IT Security Analyst,"['IT Security', 'Threat analysis', 'Incident response', 'Network surveillance', 'Risk Management Framework', 'NIST', 'System Development Life Cycle', 'Information security documents', 'Security Assessment Plans', 'Security Assessment Reports', 'IT risk assessment', 'System Security Plan', 'Plan of Action & Milestone', 'Risk Assessment', 'Security Control Assessment', 'Cyber security policies', 'Security logs', 'Vulnerability Scanning', 'NIST 800-60', 'FIPS 199', 'NIST 800-53 rev 4', 'FIPS 200', 'NIST 800-37 Rev 1', 'Security Assessment Report', 'Security Test and Evaluation', 'Risk Assessment', 'System Security Plans', 'System Categorization', 'Information security risk assessments', 'Contingency plans', 'Incident response plans', 'Plan of action and milestones']",BA of Computer Science in Certified Authorization Professional CAP,"Baltimore, MD",12.145106091718002,"['MVM Inc', 'Cyber Point']","['Threat analysis', 'Incident response', 'Network surveillance', 'Risk Management Framework (RMF)', 'National Institute of Technology (NIST)', 'System Development Life Cycle (SDLC)', 'Information security documents', 'Security Assessment Plans (SAP)', 'Security Assessment Reports (SARs)', 'IT risk assessment', 'System Security Plan (SSP)', 'Plan of Action & Milestone (POA&M)', 'Risk Assessment (RA)', 'NIST 800-37 rev1', 'NIST SP 800-53', 'FIPS 199', 'FIPS 200', 'NIST SP 800-53A R4', 'Security Control Assessment (SCA)', 'NIST SP 800-53A Revision 4', 'Cyber security policies', 'Security logs', 'Nessus vulnerability Scanners', 'NIST 800-60', 'FIPS 199', 'NIST 800-53 rev 4', 'FIPS 200', 'NIST 800-37 Rev 1', 'Security Assessment Report (SAR)', 'Security Test and Evaluation (ST&E)', 'Risk Assessment', 'System Security Plans', 'System Categorization', 'Information security risk assessments', 'Contingency plans', 'Incident response plans', 'Plan of action and milestones (POA&Ms)']"
4837_Front End UI Developer,"['self-driven', 'customer oriented', 'efficient', 'proper knowledge of HTML, CSS, JavaScript', 'efficient in planning and work', 'excellent problem solving and communication skills', 'well organized', 'positive attitude', 'strong work ethics', 'team player', 'deadline oriented', 'highly motivated', 'reliable', 'analytical problem solver', 'troubleshooter', 'strong attention to detail', 'quick learner', 'proficient in solving technical issues']",Bachelor of Engineering in Electronics and Communication,"Oklahoma City, OK",2.086242299794661,['CYIENT'],"['HTML5', 'JavaScript', 'jQuery', 'PHP', 'MySQL', 'CSS3', 'AJAX', 'JSON', 'XML', 'Backbone.js', 'Angular.js', 'Agile', 'SCRUM']"
50550_Full Stack Java Developer,"['SOAP JAXB', 'Spring MVC', 'Struts', 'Angular 2/4', 'Kafka', 'React', 'Docker', 'Microservices', 'AWS', 'JMS', 'JDBC', 'Servlets', 'JSP', 'Hibernate', 'JUnit', 'Oracle', 'JIRA', 'GitHub', 'GitLab', 'Spring', 'Struts', 'Hibernate', 'SOAP', 'REST', 'Kafka', 'Jenkins', 'Gradle', 'Bamboo', 'jQuery', 'Ajax', 'JavaScript', 'NodeJS', 'ReactJS', 'BackboneJS', 'AngularJS', 'J2EE', 'Hibernate', 'Spring', 'SOAP', 'WSDL', 'SOA', 'UML', 'PL/SQL', 'Hadoop', 'Flume', 'Pig', 'Hive', 'HBase', 'Oozie', 'Zookeeper', 'Sqoop', 'Spark', 'Kafka', 'Docker', 'Jenkins', 'Swagger', 'IBM WebSphere', 'JSF', 'JSTL', 'GWT']",,"Bengaluru, Karnataka",8.147843942505133,"['SiriusXM Satellite Radio', 'JPMorgan Chase', 'Wipro']","['SOAP JAXB', 'Spring MVC', 'Struts', 'Angular 2/4', 'Kafka', 'React', 'Docker', 'Microservices', 'AWS', 'JMS', 'JDBC', 'Servlets', 'JSP', 'Hibernate', 'JUnit', 'Oracle', 'JIRA', 'GitHub', 'GitLab', 'Spring', 'Struts', 'Hibernate', 'SOAP', 'REST', 'Kafka', 'Jenkins', 'Gradle', 'Bamboo', 'jQuery', 'Ajax', 'JavaScript', 'NodeJS', 'ReactJS', 'BackboneJS', 'AngularJS', 'J2EE', 'Hibernate', 'Spring', 'SOAP', 'WSDL', 'SOA', 'UML', 'PL/SQL', 'Hadoop', 'Flume', 'Pig', 'Hive', 'HBase', 'Oozie', 'Zookeeper', 'Sqoop', 'Spark', 'Kafka', 'Docker', 'Jenkins', 'Swagger', 'IBM WebSphere', 'JSF', 'JSTL', 'GWT']"
5752_Front End Engineer,"['Over 5 Years of IT experience in development of web-based, client/server, distributed and Object oriented applications', 'Involved in various Phases of Software Development Life Cycle (SDLC) i.e. Analysis, Design, Development, Implementation, Testing and User Training of Enterprise Web-Applications, stand alone and Distributed applications', 'Strong knowledge of SCRUM, Agile development', 'Experience in developing the projects using various web frameworks, Angular, AngularJs, Sencha ExtJs, Node.js, AJAX, JavaScript and JQuery', 'Extensive Experience in writing Stored Procedures and User Defined Functions in SQL Server 2008/2012', 'Experience in writing Data Access Layers using an MVC-based architecture', 'Created persistent connection, relationships between databases using MySQLi (MySQL improved) to PHP and Node.js to MySQL to manage relational data as JSON objects', 'Knowledge on MongoDB, Mongoose for Object-Document Mapping (ODM)', 'Proficient in using User controls and custom controls for application development', 'Experience in implementing Authentication and Authorization for the applications', 'Proficient in developing applications using ExtJs, React.js library', 'Expertise in writing Stored Procedures, Triggers, Functions, Views and Performance Tuning', 'Ability to adapt for new tools and technologies quickly and apply to the applications/projects', 'Innovative with a special talent for trouble shooting and resolving complex technical problems and escalated issues', 'Extensively used MS Visual Source Safe (VSS) and Git for software configuration management and version control', 'Expertise in installing, developing and deploying applications on web servers such as Amazon Web Services (AWS) and Heroku', 'Experience in implementing error handling, exception management, tracing and logging features', 'Worked on Jest, QUnit, Mocha and Jasmine libraries for Unit Tests and Acceptance Tests and performed code reviews', 'A team player with excellent interpersonal, communication and presentation skills']",,"Piscataway, NJ",12.895277207392198,"['TKC Holdings Inc', 'AT&T']","['Angular', 'Spring MVC', 'Node.js', 'Java', 'CSS', 'AJAX', 'jQuery', 'jqGrid', 'Chart.js', 'IIS7.5', 'SQL-Server 2012', 'Angular', 'Spring MVC', 'REST', 'JavaScript', 'jQuery', 'Node', 'WCF', 'IIS 7.0', 'AJAX', 'PHP', 'HTML5', 'CSS']"
"44510_Consultant, NY/LI","['Project Planning', 'Monitoring and Controls', 'Requirements Planning', 'Communications Plans', 'Risk Plans', 'Cost Expenditure Plans', 'Issues Tracking', 'Status Reporting', 'Schedule Management', 'Risk Management', 'Business Requirements Documentation', 'Solution Development', 'Test Planning and Execution', 'Business Analysis', 'Client Relationship Management', 'UAT Planning', 'Process Improvement', 'PMO Setup', 'Strategic Initiatives', 'Financial Reporting', 'Forecasting', 'PDLC Conformance', 'Traceability Matrices', 'Change Control', 'CMM Level 2', 'Six Sigma', 'System Design', 'Accounting System Implementation', 'Liaison']",MBA in Business Management,"New York, NY",39.97262149212868,"['PM Concept', 'Cablevision', 'Department of Education', 'MetLife', 'Citi Bank', 'JP Morgan Chase', 'Computer Concepts & Resources Inc', 'NPD Group', 'JP Morgan Chase', 'JP Morgan Chase', 'Banque Nationale de Paris']","['Project Planning', 'Monitoring and Controls', 'WBS', 'Requirements Planning', 'Communications Plans', 'Risk Plans', 'Cost Expenditure Plans', 'Issues Tracking', 'Status Reporting', 'Project Planning', 'Monitoring and Controls', 'WBS', 'Requirements Planning', 'Communications Plans', 'Risk Plans', 'Cost Expenditure Plans', 'Issues Tracking', 'Status Reporting', 'Schedule Management', 'Risk Management', 'Status Reporting', 'Project Management', 'Infrastructure Management', 'Microsoft Program Management', 'Status Reporting', 'Risk Management', 'Project Management', 'Legal Department Business Requirements', 'Work Planning', 'Scheduling', 'Resource Planning', 'Budgeting', 'Status Reporting', 'Risk and Issue Management', 'Project Management', 'Retail Bank Initiatives', 'Project Planning', 'Scheduling', 'Issue Tracking', 'Risk Assessment', 'Status Reporting', 'Business Delivery', 'Business Requirements Documentation', 'Solution Development', 'Project Planning', 'Resource Management', 'Test Planning and Execution', 'Business Analysis', 'Project Planning', 'Scheduling', 'Resource Management', 'Client Relationship Management', 'Business Analysis', 'Requirements Gathering', 'UAT Planning', 'Process Improvement', 'PMO Setup', 'Strategic Initiatives', 'Financial Reporting', 'Forecasting', 'Project Management', 'Project Management', 'PDLC Conformance', 'Traceability Matrices', 'Change Control', 'CMM Level 2', 'Six Sigma', 'Business Requirements', 'System Design', 'Test Planning', 'UAT', 'Accounting System Implementation', 'Liaison']"
17343_IT Specialist IT Specialist IT Specialist - Sysadmin / Infosec,"['IT Specialist', 'Sysadmin', 'Infosec', 'Network Support', 'Amazon Web Services', 'Microsoft Azure', 'Cybersecurity', 'Technical Support']",B.S. in Cybersecurity,"San Diego, CA",0.0,"['Naval Information Warfare Center Pacific (Formerly SPAWAR System Center Pacific)', 'Patenaude & Felix, APC']","['Identify and resolve network issues', 'Ensure Windows workstation and server compliance', 'Remediate post-scan security findings', 'Review architectural proposals', 'Manage customer expectations', 'Deconflict cross-project conflicts', 'Mitigate project risks', 'Prepare system security compliance packages', 'Fill capability gaps', 'Engineer solutions and conduct experimentation', 'Maintained the WAN, LAN, server infrastructure, and workstations', 'Managed the helpdesk', 'Conducted regular remote troubleshooting', 'Reviewed firewall logs', 'Supported multiple site-to-site VPNs', 'Maintained PCI compliance', 'Moved the backup system from tape to Amazon Glacier', 'Managed and administered the Exchange 2013 email server']"
51317_Security Systems Administrator,"['Visual Studio', 'C#', 'Scripting', 'Linux', 'Computer Troubleshooting', 'Active Directory', 'System Administrator', 'System Admin']",Bachelor of Business Administration degree in Information Systems,"Cleveland, OH",10.647501711156742,"['Cleveland State University', 'Cleveland State University']","[""Supported and maintained the university's physical security IT infrastructure (51+ servers)"", 'Developed and maintained software scripts to maintain systems', 'Trained and supported users using departmental software and documentation', ""Supported the university's telecommunications infrastructure"", ""Created and resolved end-user issues received via university's Help Desk system"", 'Wrote user documentation on Microsoft Office 365', 'Trained new hires on network policies and procedures']"
52454_Sr. Network Engineer Sr. Network Engineer IT Engineer with Vast Security Experience that is able to Think Outside the Box,"['Passion for technology and building infrastructure', 'Designing, implementing, securing, operating and maintaining data centers, support organizations and network infrastructures', 'Developing cost-effective business process enhancements and systems by creatively using existing infrastructure', 'Authorized to work in the US for any employer']",BS in Information Systems,"Lansing, KS",20.47912388774812,"['Apex Systems / CDW for Advent Health', 'Adaptive Solutions Group', 'Glacier Technologies, LLC', 'Farmobile.com', 'URL Digital Media, LLC', 'Providence Medical Center', 'Bison IT', 'Absolute Computer Solutions', 'Armed Forces Insurance', 'First Group', 'First Group']","['Network Engineering', 'Network Security', 'IT Security', 'Endpoint Protection', 'Software Network Defined Access & Threat Intelligence', 'Network Engineering', 'Network Infrastructure', 'Network Projects', 'Network Engineering', 'VMware & Server Administration', 'Network Engineering', 'Network Security', 'IT Director', 'Enterprise Email Engineer', 'Procurement', 'Business Continuity & Disaster Recovery', 'VMware & Server Administration', 'Network & Server Support', 'Network Engineering', 'Network Architecture & Integration', 'Network Security', 'PACs Technology Support', 'Server and VMware Administration', 'Network Engineer', 'IT Security Engineer', 'Consultant', 'Server Administrator', 'Allscripts Professional EHR Consultant/Support', 'Tier II & III Support', 'PACs Technology Administrator and Network Integration specialist', 'Network Engineer', 'Network Security', 'Tier II & III support', 'EHR / EMR Support Specialist', 'Server Administrator', 'Backup & Disaster Recovery', 'Network Engineer', 'Network Monitoring & Security', 'Network VoIP Engineer', 'Network Administrator', 'Exchange E-Mail Messaging', 'Managed Server Patch Management', 'VMWare ESX Support', 'HelpDesk Manager', 'Network Security', 'NOC/SOC & COLO', 'E-Mail Administrator', 'Server Patch Management', 'Server Hardware Specialist', 'Cisco VoIP Support', 'Support Specialist', 'System Support Specialist', 'Cisco VoIP Support', 'Workstation Patch Management', 'Helpdesk Support']"
5370_Senior Front-End Developer,"['React', 'HTML', 'Angular2', 'AngularJS', 'Javascript']",Master of Science in Electrical Engineering,"Beijing, CN",4.58590006844627,"['Sprint', 'Lincoln Property Company', 'Trintech Inc', 'Cheetah Mobile Inc']","['React JS', 'Redux', 'Babel', 'NodeJS', 'JavaScript', 'HTML5', 'CSS3', 'Bootstrap', 'AJAX', 'JSON', 'RWD', 'NPM', 'jQuery', 'GIT', 'Agile', 'Scrum', 'HTML5', 'CSS3', 'JavaScript', 'AngularJS', 'Angular 2', 'JSON', 'AJAX', 'Bootstrap', 'NodeJS', 'MongoDB', 'Web Service', 'HTML5', 'CSS3', 'JavaScript', 'jQuery', 'AngularJS', 'Bootstrap', 'AJAX', 'JSON', 'HTML', 'CSS', 'XML', 'DOM', 'JavaScript', 'AJAX', 'JSON']"
18092_Archit Garg,"['Software Development', 'Web Development', 'Python', 'Java', 'Android', 'C++', 'C#', 'ASP.NET', 'Web Scraping', 'Django', 'PHP', 'HTML', 'CSS', 'JavaScript', 'XML', 'JSON', 'Hadoop', 'HBase', 'HDFS', 'Spark', 'RDBMS', 'MySQL', 'SQLite', 'AWS', 'RRDTool', 'Ganglia Monitoring System', 'CDMA', 'GSM', 'VOIP Protocols', 'LTE', 'Call Model', 'Call Processing', 'Mobile Network', 'TCP/IP', 'OSPF', 'BGP', 'DVMRP', 'MOSPF', 'MPLS', 'Radius', 'Wireshark', 'Linux', 'Cacti', 'IPAM', 'MATLAB', 'LabVIEW', 'Adobe Photoshop', 'Microsoft Office']",Masters of Science in Computer Science,Mysore,0.0,"['Genscape', 'Univ. of Texas at Dallas', 'CHT4 Corporation', 'Infosys Technologies']","['Software Development', 'Grading', 'Assisting Professor', 'Proctoring', 'Python', 'Django', 'Web Development', 'Front-end Development', 'Networking', 'System Configuration', 'System Installation', 'System Standards']"
